image,text,confidence,bbox_x,bbox_y
6.JPG,55,0.0412476735946489,848.0,979.0
6.JPG,TOTAL,0.9088999747420848,315.5,1026.5
6.JPG,"175,000",0.9502860667228713,891.5,1025.5
6.JPG,CASH,0.9999558925628662,239.0,1075.0
6.JPG,"200, 000",0.8231249670876662,980.0,1072.0
6.JPG,Change,0.9976109284168184,257.5,1124.0
6.JPG,"25,000",0.9917176215243033,998.0,1124.0
6.JPG,Closed Bill,0.7915003549732385,582.0,1222.0
6.JPG,Lat,0.001834445453013359,192.0,1274.0
6.JPG,3ean,0.003246370004490018,241.0,1273.0
6.JPG,Ea,0.007898519908601647,279.0,1274.0
6.JPG,~~-26/01/2015 16:14,0.44372881515333495,536.0,1274.0
6.JPG,Rcci,0.0008028055253171848,828.0,1273.0
6.JPG,Thank_you fortasting,0.8188059289822099,563.5,1332.5
6.JPG,our,0.9597626283180543,346.0,1389.0
6.JPG,'Meltingly Crepe',0.932436717326589,638.0,1389.0
5.jpg,WHOLE FOODS,0.9994129021692223,1174.0,245.0
5.jpg,MARKET,0.9941152323104756,1168.0,415.0
5.jpg,Sunnyvale,0.9068803125575469,784.5,675.0
5.jpg,SVL 408-419-1290,0.8062372954920033,1310.0,660.0
5.jpg,150,0.5455654263496399,788.5,744.5
5.jpg,E,0.9979056368473636,902.0,748.0
5.jpg,Mc Kinley Ave,0.9773923960240224,1214.0,734.0
5.jpg,Sunnyvale,0.9982122932740142,906.5,826.0
5.jpg,CA 94086,0.7727808447120528,1313.0,807.5
5.jpg,KTTL,0.970735490322113,369.5,886.0
5.jpg,SEA,0.9998562937072829,547.5,889.0
5.jpg,SALT,0.9997099041938782,724.0,894.0
5.jpg,POT,0.9789033054953866,899.0,897.5
5.jpg,CHP,0.9998910500042815,1056.5,894.0
5.jpg,$1.29,0.9021993854535092,1680.0,880.0
5.jpg,F,0.9971555461953727,1830.0,895.5
5.jpg,BRAIDED BRIOCHE,0.9564347568620447,586.5,966.0
5.jpg,$6.99,0.9194051467691247,1683.5,952.0
5.jpg,F,0.9959684794216948,1834.5,960.0
5.jpg,CHEF,0.9995755724160331,368.0,1039.0
5.jpg,PLATE MEAL $10,0.7609460285813286,763.5,1050.0
5.jpg,2,1.0,388.5,1116.0
5.jpg,$10.00,0.9443627833175535,1152.5,1127.5
5.jpg,ea,0.9999827198358404,1351.0,1124.0
5.jpg,820.00,0.6663210616932068,1667.5,1106.5
5.jpg,F,0.9989296679266069,1848.5,1105.5
5.jpg,Subtotal,0.7860535011676739,836.0,1201.0
5.jpg,$28.28,0.7027241310347419,1667.0,1188.5
5.jpg,Net Sales:,0.9912435100929656,873.5,1280.0
5.jpg,$28.28,0.8065028023494545,1668.0,1269.5
5.jpg,Total,0.6352194600250017,936.5,1361.5
5.jpg,$28.28,0.6560047668056728,1672.0,1349.5
5.jpg,Sold Itenis:,0.9592017662296621,1053.0,1437.5
5.jpg,4,0.9999954700521272,1777.5,1422.0
5.jpg,Paid:,0.9999036646411776,774.5,1510.0
5.jpg,RETURNS :,0.7057164310665827,514.5,1902.0
5.jpg,We,0.9997798319629005,759.0,1904.0
5.jpg,are,0.9999953198664192,898.5,1910.0
5.jpg,now,0.9999466604161458,1055.0,1910.0
5.jpg,accepting,0.9999907413904144,1334.0,1909.5
5.jpg,returns,0.9999782825094796,1698.5,1900.5
5.jpg,on,0.9996111753198261,1924.0,1902.0
5.jpg,purchases,0.9999912182297231,534.5,1984.5
5.jpg,with,0.6523366018428076,837.5,1984.0
5.jpg,the fol lowing conditions:,0.5667604114919002,1458.0,1983.0
5.jpg,Returns,0.9999961251062139,450.0,2063.0
5.jpg,wil,0.20911903437663842,708.5,2061.0
5.jpg,only,0.9986762404441833,914.5,2067.5
5.jpg,be accepted,0.8825615709753695,1255.5,2063.5
5.jpg,on,0.9971061608963468,1557.5,2064.5
5.jpg,purchases,0.999981641685152,1826.5,2061.0
5.jpg,made,0.999994158744812,426.5,2140.0
5.jpg,on,0.992233864575969,590.5,2144.5
5.jpg,or,0.994792185774517,713.0,2146.0
5.jpg,after,0.9999861921768638,892.5,2141.5
5.jpg,9/15/2020,0.9999372551930285,1217.0,2138.5
5.jpg,AI1,0.59362145847488,1532.0,2137.0
5.jpg,returns,0.9999707128919314,1789.0,2140.0
5.jpg,require,0.9996009055310336,526.0,2226.0
5.jpg,a receipt,0.9696370887233512,896.0,2223.5
5.jpg,No,0.999824926480321,1191.5,2217.0
5.jpg,returns,0.6363321042265464,1415.5,2219.0
5.jpg,on,0.9981172297702353,1644.0,2223.5
5.jpg,items,0.9997735808465628,1836.0,2219.5
5.jpg,purchased after 90 days.,0.8780370005115372,816.5,2307.5
5.jpg,For,0.9999905020849161,1417.0,2297.5
5.jpg,additional,0.9989040546833031,1722.5,2299.0
5.jpg,information please Visit,0.6101957478527085,789.5,2383.5
5.jpg,wfm. com/returns_,0.5983687366406966,1631.0,2381.0
5.jpg,*xxxxxrxxxxxxxxrxrxrrr*trt*rxrxxrr*rxx,0.0035869659132245755,1162.0,2465.5
5.jpg,Earn 5% Back,0.9222313263191875,672.0,2626.5
5.jpg,at,0.9999989884757856,993.5,2629.5
5.jpg,Hhole Foods,0.5391694332990851,1299.0,2629.5
5.jpg,Market,0.9999946466280263,1686.5,2625.0
5.jpg,with,0.9934147596359253,516.0,2697.0
5.jpg,the,0.9999995182214076,696.0,2702.5
5.jpg,Amazon,0.9972524836083678,916.0,2705.0
5.jpg,Prime Rewards,0.9979868801666992,1342.5,2707.0
5.jpg,Visa.,0.9733181700673582,1740.0,2702.5
5.jpg,Learn,0.9999987205115435,538.0,2771.5
5.jpg,more,0.5582478072594002,759.0,2781.0
5.jpg,at,0.9999983141264758,916.0,2780.5
5.jpg,amazon . COMV/amlazonvisa,0.32941004980339994,1424.0,2786.5
5.jpg,Xrxxrrxxxxxxxxxxxxxxxxxxxrxxx,0.041975340501166025,1141.5,2945.5
5.jpg,HOw WAS YOUR SHOPPING EXPERTENCE?,0.7398357636531567,1141.5,3024.0
5.jpg,Go,0.9999655240519858,511.5,3104.0
5.jpg,to: http: / /www.wfm. COm/feedback,0.4101773946181008,1223.5,3108.5
5.jpg,ENTER FOR,0.857638477900772,491.0,3187.0
5.jpg,A CHANCE,0.7876578225148345,878.5,3184.0
5.jpg,To WiN,0.6350525007968587,1204.5,3184.0
5.jpg,A $250 GIFT,0.8512220146936823,1590.5,3187.0
5.jpg,CARD,0.9999021291732788,1940.0,3187.5
5.jpg,908 6387 02/10/2021,0.7632851050096211,974.0,3270.5
5.jpg,07:10 PM,0.994298335339389,1572.5,3270.5
5.jpg,63011070790806387021020210,0.6180116244598579,1165.0,3751.0
5.jpg,6KTHQW62ZD,0.5486515357138405,1162.0,3843.0
5.jpg,Thanks,0.9995881122087276,410.5,3998.0
5.jpg,for,0.9924763560370049,636.0,4002.5
5.jpg,chonnino,0.6063778789526659,908.5,4004.5
5.jpg,At,0.10047381094523311,1160.5,4011.0
5.jpg,Whole,0.8652350934405297,1352.5,4004.5
5.jpg,Foods,0.9732272493732814,1607.5,4004.5
5.jpg,Market,0.999975617771873,1878.5,4001.0
8.jpg,cexce,0.14539785630996033,212.0,105.5
8.jpg,Thornton,0.9883813420468431,174.0,174.0
8.jpg,#629,0.9999470114707947,281.0,166.0
8.jpg,16375 N. Washington St _,0.5225965520872518,209.0,188.0
8.jpg,"Thornton, CO 80023",0.7353661607762108,209.5,208.0
8.jpg,2X Member,0.9870858778906819,86.0,255.0
8.jpg,ig FpS2e BREAST,0.055101329653291356,201.0,257.0
8.jpg,23.99 E,0.9865354935214434,344.0,262.0
8.jpg,673919 FF BS,0.3026558038785022,152.5,272.0
8.jpg,49,0.9246313715269071,349.0,280.0
8.jpg,633561 KS DICED TOM,0.8936907957143884,184.0,290.0
8.jpg,967596 JACKORGSALSA,0.990396480730344,185.0,310.0
8.jpg,2.97 E,0.8833444089398843,350.0,302.5
8.jpg,3 @ 4.29,0.9995342348036396,94.0,336.0
8.jpg,12.87 E,0.9910976748096604,348.0,344.0
8.jpg,878137 18CT EGGS,0.6640498844834613,173.0,353.0
8.jpg,77053 GRAPE TOMATO,0.7774677274922813,192.0,373.0
8.jpg,6.29,0.7398826771828836,345.0,365.0
8.jpg,404609 ECO HALF PAN,0.6547574108900172,187.5,394.0
8.jpg,6.49,0.9793596401078427,347.0,386.0
8.jpg,55992 GRND TURKEY,0.6836041675290035,189.0,415.0
8.jpg,18. 47 E,0.6479410339659996,352.0,408.0
8.jpg,263423 CHPD ONION,0.972147019312109,179.5,436.0
8.jpg,3.59 E,0.9909143538836379,357.0,428.0
8.jpg,22101 MonT JaCK 2#,0.2762711158819879,194.0,457.0
8.jpg,4.45 E,0.9845625738844432,359.0,450.0
8.jpg,SUBTOTAL,0.9866237904493038,157.0,480.0
8.jpg,85.61,0.9998668788526572,344.0,472.0
8.jpg,TaX,0.5569401026002909,137.0,501.0
8.jpg,3.52,0.9997811317443848,351.0,492.0
8.jpg,89 Ki,0.03586222946899915,351.0,513.0
8.jpg,xxx* TOTAL,0.5340365105863456,123.0,522.0
8.jpg,Check /Member Prntd,0.8616034062946626,205.5,540.5
8.jpg,89.13,0.9998282802593332,349.0,534.0
8.jpg,CHANGE,0.7057423244905671,150.5,562.0
8.jpg,0.00,0.9959652423858643,355.0,555.0
8.jpg,8.507 TAX,0.5664199196903805,121.0,607.0
8.jpg,0.55,0.9969226121902466,358.0,600.0
8.jpg,E 3.757 TaX,0.5943861475289144,112.0,630.0
8.jpg,2.97,0.9338404945887704,359.0,622.0
8.jpg,TOTAL TaX,0.6060025120638468,102.0,652.5
8.jpg,3.52,0.998875081539154,361.0,645.0
8.jpg,TOTAL NUMbER OF ITEMS SOLD,0.6069461467586558,174.0,672.0
8.jpg,11,0.7772081851121437,361.0,667.0
8.jpg,'95121P11 15;00-629,0.008029195735509477,143.5,696.5
8.jpg,172 14,0.999535400667401,295.0,690.0
8.jpg,OPt ; 14 Name: PEPPER,0.5436487290474448,145.0,716.0
8.jpg,Thank,0.9384484271989585,182.0,737.0
8.jpg,You!,0.9990443587303162,270.5,737.0
8.jpg,Please,0.7955522543414584,158.0,762.0
8.jpg,Come,0.9998988509178162,255.0,759.0
8.jpg,Asain,0.791579657373797,347.0,758.0
8.jpg,Whse : 629 Trm:4 Trn;172 OP:14,0.3533521481112245,209.0,781.0
10.jpg,SPAR,0.7688764929771423,348.0,290.0
10.jpg,Te],0.5931987835168686,285.0,337.0
10.jpg,036-4481240,0.9998619368425526,366.5,334.5
10.jpg,ema,0.688523555542131,238.0,359.0
10.jpg,"bergsparetelkomsa , net",0.7646058383992467,373.5,354.5
10.jpg,VAT No,0.5226121049114041,291.0,378.0
10.jpg,4450102696,0.9999894070296571,379.5,374.5
10.jpg,NLA REG NO; KZN 032577,0.3974835522440968,265.0,397.0
10.jpg,LAZENBY WORCESTER SAUCE 12SML,0.6726150224191269,296.0,457.5
10.jpg,"17,99 A",0.5920650555149107,490.0,448.0
10.jpg,MiLKy BAR CHOC,0.28676177385137125,236.0,480.0
10.jpg,8OGR,0.7960984178375488,392.0,477.0
10.jpg,"16,99",0.9937741467797652,482.0,470.0
10.jpg,SMOKED VIENNAS,0.8850778193123521,237.0,500.0
10.jpg,SOOGR,0.8115519456583105,396.0,496.0
10.jpg,"33,99 A",0.6051699693896028,492.0,489.0
10.jpg,40OG,0.48393023014068604,393.0,515.0
10.jpg,"82,.99 4",0.3813853555556515,491.0,510.0
10.jpg,PEALED PEACHES,0.837684908424495,238.0,521.0
10.jpg,"44,99",0.6703143058772476,485.0,530.0
10.jpg,MEDITERRANEAN MIX,0.7959639183618937,250.5,540.0
10.jpg,IKG,0.9477500181568956,389.0,535.0
10.jpg,SPAR COOKING OiL,0.633501928898502,248.0,560.0
10.jpg,375ML,0.6717586979382906,396.0,555.0
10.jpg,"14,99",0.9953689572432829,486.0,550.0
10.jpg,F/L EnGLiSH CUCUMB,0.3947059179486705,256.0,579.0
10.jpg,"1""$",0.4208003580570221,390.0,575.0
10.jpg,"12,99",0.5449569884742708,487.0,570.0
10.jpg,85GR,0.7254598140716553,394.0,595.0
10.jpg,"20 ,99",0.45640653398734804,487.0,590.0
10.jpg,NESTLE AERO,0.9187333181577886,229.0,600.0
10.jpg,CADBURY DAIRY MI,0.933392156401424,249.0,619.0
10.jpg,BOGR,0.9412558078765869,394.0,615.0
10.jpg,"16,99 4",0.5165059163097325,495.0,611.0
10.jpg,GRAPES MIXED TUB,0.5035022029487098,249.0,639.0
10.jpg,TUB,0.9998470712714901,391.0,635.0
10.jpg,"24,99",0.9402628316947971,488.0,631.0
10.jpg,TASTIC RICE,0.991118057636436,229.0,662.0
10.jpg,SOOGR,0.8315998146129828,400.0,656.0
10.jpg,"11,,99",0.8863382763710453,490.0,652.0
10.jpg,BLACK CAT SMOOTH,0.7372873221390847,248.0,681.0
10.jpg,270GR,0.9390097270279895,400.0,676.0
10.jpg,"27,,99",0.8385136459872891,489.0,673.0
10.jpg,CARRIER BAG 24L,0.9793222114441292,243.0,701.0
10.jpg,1'$,0.5826710693530933,392.0,697.0
10.jpg,"0,75 A",0.3571986722688128,502.0,693.0
10.jpg,BANANAS LOOSE,0.9763469346067735,234.5,722.5
10.jpg,17KG,0.6775082349777222,396.0,717.0
10.jpg,"0,596kg",0.9916384810402691,220.0,744.0
10.jpg,"15,99 R",0.6026414396133727,325.0,740.0
10.jpg,/kg,0.5899822973043679,392.0,740.0
10.jpg,"9,53",0.9149603247642517,498.0,736.0
10.jpg,TOTAL,0.9900504367881781,203.0,764.0
10.jpg,FOR 14 ITEMS,0.8461214315500402,314.0,761.0
10.jpg,338 . 16,0.9806641560246591,489.0,758.0
10.jpg,TENDERED Nedbank,0.8832235781468246,245.5,784.5
10.jpg,338 . 16,0.7499887045442046,489.0,778.0
10.jpg,TAX INVOICE,0.5691580233818219,359.0,824.0
10.jpg,VAT rate,0.9085907129685532,211.0,849.0
10.jpg,exc],0.8804177045822144,304.0,848.0
10.jpg,TaX,0.38235910808741425,385.0,846.0
10.jpg,inc],0.9980031847953796,500.0,844.0
10.jpg,"0,00r",0.26314986330585893,208.0,871.0
10.jpg,"119,48",0.9554526246553242,295.0,870.0
10.jpg,"0,00",0.9917281866073608,388.0,868.0
10.jpg,"119,48",0.9967144455257803,492.0,866.0
10.jpg,15.00%,0.3026390656064752,202.0,893.0
10.jpg,"190 , 16",0.4765919829441178,295.0,892.0
10.jpg,"28,52",0.9562289271495845,384.0,890.0
10.jpg,"218,68 A",0.4785772578256891,500.0,888.0
10.jpg,SLIP,0.999862015247345,191.0,938.0
10.jpg,TILL,0.9954936504364014,260.0,938.0
10.jpg,CASHIER,0.9927998385455004,341.5,934.0
10.jpg,DATe,0.6194798350334167,424.0,934.0
10.jpg,TIME,0.988189471868081,503.0,930.0
10.jpg,3780,0.999984860420227,199.0,961.0
10.jpg,005,0.9993105378378567,273.0,958.0
10.jpg,101,0.7625061273574829,360.0,955.0
10.jpg,"23,02,21",0.5519884721578158,433.0,955.0
10.jpg,16;17,0.9630434897745116,507.0,952.0
10.jpg,CASHIER NAME: SWAZI,0.8492419951245823,256.0,981.0
10.jpg,Please Retain Slip,0.6758979025495437,356.0,1001.0
10.jpg,Thank You For Shopping With Us!,0.9769795447199399,344.0,1022.0
10.jpg,Fo] Iow us on Facebook :,0.4116163061954648,289.0,1065.5
10.jpg,Spar,0.9994378685951233,412.0,1065.0
10.jpg,Bergvi lle,0.3994263914832593,474.5,1061.5
0.jpg,WALAMART,0.4046090426026638,320.5,219.0
0.jpg,ALWAYS,0.9970537463303606,238.0,265.0
0.jpg,Low PRICES_,0.9455719538830826,375.0,263.0
0.jpg,Alwere,0.08408702046782711,323.5,308.5
0.jpg,SUPERCENTER,0.8355834415230348,322.0,376.0
0.jpg,OPEN 24 HOURS,0.6563693828162728,322.0,399.0
0.jpg,MANAGER,0.9990279706115687,286.0,421.0
0.jpg,TBA,0.9996180281644876,381.0,419.0
0.jpg,515,0.9999995870469189,264.0,441.0
0.jpg,986,0.9999968340269625,335.0,441.0
0.jpg,1783,0.9999989867210388,410.0,441.0
0.jpg,ST# 5748 OP# 00000158 TEIL14 TR# 03178,0.31294147956103174,330.0,463.0
0.jpg,BANANAS,0.9916752768801534,145.0,484.0
0.jpg,OOOOOOOO4011KF,0.5274697070767896,338.5,483.0
0.jpg,0.41,0.9999909996986389,152.0,506.0
0.jpg,Ib,0.9980819303837057,201.0,506.0
0.jpg,0,0.9996000928229911,241.0,506.0
0.jpg,1 Ib /0.49,0.8980791189676989,329.0,505.0
0.jpg,0.20,0.9999645948410034,507.0,510.0
0.jpg,FRAP,0.999739408493042,129.5,525.5
0.jpg,001200010451,0.9933843609501999,327.5,526.5
0.jpg,5.48,0.9986756793136693,506.0,530.0
0.jpg,N,0.886901351294572,548.0,521.0
0.jpg,DISCOUNT GIVEN,0.9215420838033953,330.5,570.5
0.jpg,57,0.9999976397772992,516.0,574.0
0.jpg,SUBT8HNE,0.14087325048781643,361.5,600.5
0.jpg,?,0.15831441374449273,486.0,594.0
0.jpg,11,0.9998996919741097,514.0,596.0
0.jpg,CASH,0.9998679757118225,317.0,631.0
0.jpg,TEND,0.9997791647911072,385.0,633.0
0.jpg,88,0.9832343130809255,515.0,628.0
0.jpg,CHANGE ' DUE,0.6498209139470543,349.5,651.5
0.jpg,13.8g,0.7744922962747982,497.0,649.0
0.jpg,# ITEMS SOLD,0.8126099615460483,297.5,700.5
0.jpg,2,1.0,467.0,709.0
0.jpg,TCH5679 8348.6485.7828 2003,0.17087357674176618,319.0,750.0
0.jpg,THANK VOU EOR SHOPPING WITH US,0.4434848259261624,331.0,826.0
0.jpg,NATHANIEL'BusH,0.49510081226726044,329.5,842.5
0.jpg,Your,0.9979907274246216,170.0,868.0
0.jpg,Back,0.9994116425514221,224.0,870.0
0.jpg,at_Walmart,0.4581530238436592,318.0,860.5
0.jpg,& Get,0.7765884407666676,412.0,863.0
0.jpg,08/,0.9999015113372475,230.0,885.0
0.jpg,1289,0.3678927421569824,262.0,879.0
0.jpg,18choo],0.24955690973005246,315.0,879.5
0.jpg,ist,0.997052304092517,391.0,878.0
0.jpg,for Less.,0.9192249221425108,465.0,882.5
0.jpg,13:12.01,0.5446217615418703,395.0,891.0
0.jpg,Shop,0.9983610510826111,232.49999999999997,855.0
9.jpg,Winco,0.5274888173185002,282.5,133.0
9.jpg,Eoods,0.1279661225587495,278.5,163.0
9.jpg,luw Phe ) eud,0.03010300762000574,325.0,187.5
9.jpg,14 45184,0.15160841774130085,326.0,220.0
9.jpg,75137,0.9469807422087048,336.0,227.0
9.jpg,er : Yol,0.9344673376276763,188.0,245.0
9.jpg,Cashie,0.3195436754039493,151.0,252.0
9.jpg,N/YORK TX GGSC,0.24273181743646302,185.5,310.0
9.jpg,18 FS,0.7374814606460669,396.0,322.0
9.jpg,Fs,0.7951832681060588,407.0,341.0
9.jpg,7056087677,0.7723330437152732,277.0,352.5
9.jpg,56 FS,0.9233499554087492,398.0,368.0
9.jpg,GRND B,0.9833028812036726,207.0,398.0
9.jpg,20167400008,0.522826618362315,273.5,390.0
9.jpg,DIET LN,0.8345033492554611,158.0,404.0
9.jpg,20337400o00,0.1925819504152581,272.0,403.5
9.jpg,Drusioen €,0.03919063698224183,166.5,424.5
9.jpg,26841800000,0.7843201522430957,272.5,418.5
9.jpg,9,0.43953278592886136,371.0,422.0
9.jpg,R,0.853190592082683,409.0,419.5
9.jpg,EYE RND,0.9066116362062955,157.0,446.0
9.jpg,Gap22,0.023679782743499578,249.5,441.5
9.jpg,EYE RND,0.5828241031786924,155.0,458.0
9.jpg,20254300000,0.9739725479254266,272.5,461.0
9.jpg,18.28 ES,0.3594797677088367,391.0,461.0
9.jpg,BEEF FOR,0.980567874440865,157.0,471.0
9.jpg,20323300000,0.9943742802500657,272.0,475.5
9.jpg,48,0.3307273508560384,390.0,476.0
9.jpg,PORK 1/2 LOIN,0.7189300145825147,173.0,484.0
9.jpg,4497921020,0.9995861683501679,275.5,490.0
9.jpg,B/BEST $,0.8530147505472748,154.0,499.0
9.jpg,BARES MEAT FRNK 1590013901,0.43970712624645175,217.0,507.5
9.jpg,3.88,0.9774910807609558,388.0,512.0
9.jpg,0/m HAM,0.5619200828575993,149.0,526.0
9.jpg,4470001903,0.6739028892912216,276.0,520.0
9.jpg,WINCO NOODLES,0.6976130604521597,169.0,539.0
9.jpg,7055280303,0.9997393789155692,274.5,534.0
9.jpg,"TNDRBRO""CHiR4BR 3727101318",0.30556850955003534,214.0,563.0
9.jpg,5.98,0.9620478366626137,393.0,561.0
9.jpg,Fs,0.7021270960121686,422.0,572.0
9.jpg,KRFT DELUXE MAC 2100065886,0.6099389226473082,213.0,581.5
9.jpg,3.64,0.960277188639988,395.0,577.0
9.jpg,2 0,0.6799711585044861,163.0,601.0
9.jpg,82,0.7182502269105632,212.0,600.0
9.jpg,EGGO WAFFLE,0.920614579782043,153.0,615.0
9.jpg,3800037435,0.9994926523715563,273.0,613.0
9.jpg,L/D NUTTY BARS,0.3845489080914907,164.0,630.0
9.jpg,2430004120,0.5721446296431203,272.5,629.0
9.jpg,Lid OATMEAL CRM 2430004101,0.40579155269486383,208.0,645.0
9.jpg,LiNKS MILD,0.5367342683586819,144.0,663.0
9.jpg,74295503660,0.7172049416913536,268.0,663.0
9.jpg,FGfREVOFRHQUSE,0.14933213930663644,157.0,687.0
9.jpg,9222280256,0.6671531052487811,271.0,687.5
9.jpg,H,0.15443293637179423,417.5,681.0
9.jpg,RESERS POT SLD,0.7882644470057232,155.0,712.0
9.jpg,7111719300,0.6701966778620513,271.0,712.0
9.jpg,DM SPAG SAUCE,0.6183069596102404,147.0,730.0
9.jpg,2400052363,0.9999939684234574,268.0,731.0
9.jpg,hunTS MANWICH,0.6302560700204926,145.0,747.0
9.jpg,2700044212,0.6994785659588885,267.5,747.5
9.jpg,82,0.9999974711900259,189.0,765.0
9.jpg,DM PNAPL CHNKY,0.951616145373413,145.0,782.0
9.jpg,2400000164,0.9999797564376313,265.0,784.0
9.jpg,96 FS,0.9894820838350235,422.0,789.0
9.jpg,98,0.9999993256504904,185.0,801.0
9.jpg,SUNBEAN' BUNS,0.4198466049503065,134.5,815.5
9.jpg,7763306333,0.9809725168007746,264.5,817.0
9.jpg,1.98,0.9973584413528442,399.0,822.0
9.jpg,MINco' SNDwCH_WT 7055200115,0.20720239851572816,195.0,831.5
9.jpg,91,0.9999908962928589,406.0,839.0
9.jpg,WINCO HoMo MILK 7055240600,0.5042295514682853,196.0,848.0
9.jpg,2.48,0.9988095164299011,399.0,855.0
9.jpg,R,0.7783164929626061,435.0,848.0
9.jpg,EGGS,0.9990881085395813,101.0,863.0
9.jpg,7003837280,0.9469653769416465,266.0,868.0
9.jpg,1.37,0.6607300790976331,399.0,872.0
9.jpg,SUBTOTAL,0.9984266510719828,222.0,884.0
9.jpg,121.92,0.9991500958552967,389.0,890.0
9.jpg,TOTAL TaX,0.5688641856949448,227.0,902.0
9.jpg,00,0.9202120347595648,407.0,907.0
9.jpg,IOTAL,0.8126504410848883,206.0,936.0
9.jpg,121.92,0.8642831530448293,388.0,942.0
9.jpg,40770ut4,0.0010716328463423424,244.5,180.25
9.jpg,"0oo""",0.10280375927686691,220.5,197.5
9.jpg,"#incof uad""",0.05459302237093173,273.5,201.0
9.jpg,Cockrel|,0.3129674548326084,272.5,211.0
9.jpg,mconv |,0.29341595726350483,241.50000000000003,214.5
9.jpg,90124,0.20380402664872088,295.25,229.5
9.jpg,Etor4,0.04296501891053015,254.5,228.0
9.jpg,anca,0.20583386719226837,224.5,242.0
9.jpg,09/08/14,0.9987412511664119,159.75,275.0
9.jpg,11;16.24,0.42946282436215616,378.5,284.5
9.jpg,7045400658,0.34316731155987,276.5,306.0
9.jpg,26840000OO,0.17154496062793706,273.75,316.25
9.jpg,KINGS,0.5312883987128157,206.5,319.25
9.jpg,CHIGREN,0.5275713001458164,161.5,326.0
9.jpg,7056096902,0.9989775719587629,276.75,328.0
9.jpg,BLeND,0.6085234900192951,213.5,331.0
9.jpg,PICSWEET,0.6215060597428675,163.5,339.0
9.jpg,GREENS,0.9970378952440252,214.5,356.0
9.jpg,PICSHEET,0.8220644589649222,162.5,364.75
9.jpg,O06OO,0.034233128414091554,293.75,376.25
9.jpg,268401C,0.8969078626668734,254.5,378.25
9.jpg,WiNGS,0.19451969149716053,203.5,385.25
9.jpg,CHICKEN,0.7539112745417751,159.5,391.0
9.jpg,8,0.6318455422730871,386.5,416.5
9.jpg,CHOP,0.8817426562309265,212.5,410.5
9.jpg,8,0.9609828494049566,371.5,447.5
9.jpg,STEN,0.1614212840795517,204.5,467.75
9.jpg,H,0.35879725945875407,414.00000000000006,504.5
9.jpg,STEAK,0.43428759446604986,207.5,496.5
1.jpg,TRADER JOE'$,0.47867642268587324,343.5,151.0
1.jpg,"2001,Greenvi Ile Ave",0.6643267335515125,308.0,215.0
1.jpg,Da| Ias,0.38347084166145823,256.0,235.0
1.jpg,TX,0.9551102692966832,313.0,233.0
1.jpg,75206,0.9999636944399963,364.0,231.0
1.jpg,Store #403,0.904407738152824,230.0,257.0
1.jpg,(469) 334-0614,0.7839367138859075,369.0,250.0
1.jpg,OPEN 8:OOAM TO 9:OOPM DAILY,0.3803903823997414,311.0,296.0
1.jpg,R-CARROTS SHREDDED 10 0Z,0.516413284179097,234.0,342.0
1.jpg,ERCUGDESEERUSFESTAU SAEE,0.017169159444473912,236.0,368.0
1.jpg,8,0.6662392928756731,456.0,362.0
1.jpg,TOMATOES CRUSHED,0.5922048828363283,201.0,384.0
