image,text,confidence,position,label
8.jpg,You!,0.9990443587303162,737.0,ITEM
8.jpg,Please,0.7955522543414584,762.0,ITEM
8.jpg,Come,0.9998988509178162,759.0,ITEM
8.jpg,Asain,0.791579657373797,758.0,ITEM
8.jpg,Whse : 629 Trm:4 Trn;172 OP:14,0.3533521481112245,781.0,ITEM
10.jpg,SPAR,0.7688764929771423,290.0,STORE
10.jpg,Te],0.5931987835168686,337.0,OTHER
10.jpg,036-4481240,0.9998619368425526,334.5,ITEM
10.jpg,ema,0.688523555542131,359.0,OTHER
10.jpg,"bergsparetelkomsa , net",0.7646058383992467,354.5,STORE
10.jpg,VAT No,0.5226121049114041,378.0,ITEM
10.jpg,4450102696,0.9999894070296571,374.5,OTHER
10.jpg,NLA REG NO; KZN 032577,0.3974835522440968,397.0,ITEM
10.jpg,LAZENBY WORCESTER SAUCE 12SML,0.6726150224191269,457.5,ITEM
10.jpg,"17,99 A",0.5920650555149107,448.0,PRICE
10.jpg,MiLKy BAR CHOC,0.28676177385137125,480.0,ITEM
10.jpg,8OGR,0.7960984178375488,477.0,ITEM
10.jpg,"16,99",0.9937741467797652,470.0,PRICE
10.jpg,SMOKED VIENNAS,0.8850778193123521,500.0,ITEM
10.jpg,SOOGR,0.8115519456583105,496.0,ITEM
10.jpg,"33,99 A",0.6051699693896028,489.0,PRICE
10.jpg,40OG,0.48393023014068604,515.0,ITEM
10.jpg,"82,.99 4",0.3813853555556515,510.0,ITEM
10.jpg,PEALED PEACHES,0.837684908424495,521.0,ITEM
10.jpg,"44,99",0.6703143058772476,530.0,PRICE
10.jpg,MEDITERRANEAN MIX,0.7959639183618937,540.0,ITEM
10.jpg,IKG,0.9477500181568956,535.0,OTHER
10.jpg,SPAR COOKING OiL,0.633501928898502,560.0,STORE
10.jpg,375ML,0.6717586979382906,555.0,ITEM
10.jpg,"14,99",0.9953689572432829,550.0,PRICE
10.jpg,F/L EnGLiSH CUCUMB,0.3947059179486705,579.0,ITEM
10.jpg,"1""$",0.4208003580570221,575.0,OTHER
10.jpg,"12,99",0.5449569884742708,570.0,PRICE
10.jpg,85GR,0.7254598140716553,595.0,ITEM
10.jpg,"20 ,99",0.45640653398734804,590.0,ITEM
10.jpg,NESTLE AERO,0.9187333181577886,600.0,ITEM
10.jpg,CADBURY DAIRY MI,0.933392156401424,619.0,ITEM
10.jpg,BOGR,0.9412558078765869,615.0,ITEM
10.jpg,"16,99 4",0.5165059163097325,611.0,PRICE
10.jpg,GRAPES MIXED TUB,0.5035022029487098,639.0,ITEM
10.jpg,TUB,0.9998470712714901,635.0,OTHER
10.jpg,"24,99",0.9402628316947971,631.0,PRICE
10.jpg,TASTIC RICE,0.991118057636436,662.0,ITEM
10.jpg,"11,,99",0.8863382763710453,652.0,ITEM
10.jpg,BLACK CAT SMOOTH,0.7372873221390847,681.0,ITEM
10.jpg,270GR,0.9390097270279895,676.0,ITEM
10.jpg,"27,,99",0.8385136459872891,673.0,ITEM
10.jpg,CARRIER BAG 24L,0.9793222114441292,701.0,ITEM
10.jpg,1'$,0.5826710693530933,697.0,OTHER
10.jpg,"0,75 A",0.3571986722688128,693.0,PRICE
10.jpg,BANANAS LOOSE,0.9763469346067735,722.5,ITEM
10.jpg,17KG,0.6775082349777222,717.0,ITEM
10.jpg,"0,596kg",0.9916384810402691,744.0,PRICE
10.jpg,"15,99 R",0.6026414396133727,740.0,PRICE
10.jpg,/kg,0.5899822973043679,740.0,OTHER
10.jpg,"9,53",0.9149603247642517,736.0,PRICE
10.jpg,TOTAL,0.9900504367881781,764.0,TOTAL_LABEL
10.jpg,FOR 14 ITEMS,0.8461214315500402,761.0,ITEM
10.jpg,338 . 16,0.9806641560246591,758.0,ITEM
10.jpg,TENDERED Nedbank,0.8832235781468246,784.5,ITEM
10.jpg,TAX INVOICE,0.5691580233818219,824.0,TAX
10.jpg,VAT rate,0.9085907129685532,849.0,ITEM
10.jpg,exc],0.8804177045822144,848.0,ITEM
10.jpg,TaX,0.38235910808741425,846.0,TAX
10.jpg,inc],0.9980031847953796,844.0,ITEM
10.jpg,"0,00r",0.26314986330585893,871.0,ITEM
10.jpg,"119,48",0.9554526246553242,870.0,PRICE
10.jpg,"0,00",0.9917281866073608,868.0,ITEM
10.jpg,15.00%,0.3026390656064752,893.0,PRICE
10.jpg,"190 , 16",0.4765919829441178,892.0,ITEM
10.jpg,"28,52",0.9562289271495845,890.0,PRICE
10.jpg,"218,68 A",0.4785772578256891,888.0,PRICE
10.jpg,SLIP,0.999862015247345,938.0,ITEM
10.jpg,TILL,0.9954936504364014,938.0,ITEM
10.jpg,CASHIER,0.9927998385455004,934.0,ITEM
10.jpg,DATe,0.6194798350334167,934.0,ITEM
10.jpg,TIME,0.988189471868081,930.0,ITEM
10.jpg,3780,0.999984860420227,961.0,OTHER
10.jpg,005,0.9993105378378567,958.0,OTHER
10.jpg,101,0.7625061273574829,955.0,OTHER
10.jpg,"23,02,21",0.5519884721578158,955.0,PRICE
10.jpg,16;17,0.9630434897745116,952.0,ITEM
10.jpg,CASHIER NAME: SWAZI,0.8492419951245823,981.0,ITEM
10.jpg,Please Retain Slip,0.6758979025495437,1001.0,ITEM
10.jpg,Thank You For Shopping With Us!,0.9769795447199399,1022.0,ITEM
10.jpg,Fo] Iow us on Facebook :,0.4116163061954648,1065.5,ITEM
10.jpg,Spar,0.9994378685951233,1065.0,STORE
10.jpg,Bergvi lle,0.3994263914832593,1061.5,ITEM
0.jpg,WALAMART,0.4046090426026638,219.0,ITEM
0.jpg,ALWAYS,0.9970537463303606,265.0,ITEM
0.jpg,Low PRICES_,0.9455719538830826,263.0,ITEM
0.jpg,SUPERCENTER,0.8355834415230348,376.0,ITEM
0.jpg,OPEN 24 HOURS,0.6563693828162728,399.0,ITEM
0.jpg,MANAGER,0.9990279706115687,421.0,ITEM
0.jpg,TBA,0.9996180281644876,419.0,OTHER
0.jpg,515,0.9999995870469189,441.0,OTHER
0.jpg,986,0.9999968340269625,441.0,OTHER
0.jpg,1783,0.9999989867210388,441.0,OTHER
0.jpg,ST# 5748 OP# 00000158 TEIL14 TR# 03178,0.31294147956103174,463.0,ITEM
0.jpg,BANANAS,0.9916752768801534,484.0,ITEM
0.jpg,OOOOOOOO4011KF,0.5274697070767896,483.0,ITEM
0.jpg,0.41,0.9999909996986389,506.0,PRICE
0.jpg,Ib,0.9980819303837057,506.0,OTHER
0.jpg,0,0.9996000928229911,506.0,OTHER
0.jpg,1 Ib /0.49,0.8980791189676989,505.0,PRICE
0.jpg,0.20,0.9999645948410034,510.0,PRICE
0.jpg,FRAP,0.999739408493042,525.5,ITEM
0.jpg,001200010451,0.9933843609501999,526.5,OTHER
0.jpg,5.48,0.9986756793136693,530.0,PRICE
0.jpg,N,0.886901351294572,521.0,OTHER
0.jpg,DISCOUNT GIVEN,0.9215420838033953,570.5,ITEM
0.jpg,57,0.9999976397772992,574.0,OTHER
0.jpg,11,0.9998996919741097,596.0,OTHER
0.jpg,CASH,0.9998679757118225,631.0,ITEM
0.jpg,TEND,0.9997791647911072,633.0,ITEM
0.jpg,88,0.9832343130809255,628.0,OTHER
0.jpg,CHANGE ' DUE,0.6498209139470543,651.5,ITEM
0.jpg,13.8g,0.7744922962747982,649.0,ITEM
0.jpg,# ITEMS SOLD,0.8126099615460483,700.5,ITEM
0.jpg,2,1.0,709.0,OTHER
0.jpg,THANK VOU EOR SHOPPING WITH US,0.4434848259261624,826.0,ITEM
0.jpg,NATHANIEL'BusH,0.49510081226726044,842.5,ITEM
0.jpg,Your,0.9979907274246216,868.0,ITEM
0.jpg,Back,0.9994116425514221,870.0,ITEM
0.jpg,at_Walmart,0.4581530238436592,860.5,STORE
0.jpg,& Get,0.7765884407666676,863.0,ITEM
0.jpg,08/,0.9999015113372475,885.0,OTHER
0.jpg,1289,0.3678927421569824,879.0,OTHER
0.jpg,18choo],0.24955690973005246,879.5,ITEM
0.jpg,ist,0.997052304092517,878.0,OTHER
0.jpg,for Less.,0.9192249221425108,882.5,ITEM
0.jpg,13:12.01,0.5446217615418703,891.0,PRICE
0.jpg,Shop,0.9983610510826111,855.0,ITEM
9.jpg,Winco,0.5274888173185002,133.0,ITEM
9.jpg,75137,0.9469807422087048,227.0,OTHER
9.jpg,er : Yol,0.9344673376276763,245.0,ITEM
9.jpg,Cashie,0.3195436754039493,252.0,ITEM
9.jpg,N/YORK TX GGSC,0.24273181743646302,310.0,ITEM
9.jpg,18 FS,0.7374814606460669,322.0,ITEM
9.jpg,Fs,0.7951832681060588,341.0,OTHER
9.jpg,7056087677,0.7723330437152732,352.5,OTHER
9.jpg,56 FS,0.9233499554087492,368.0,ITEM
9.jpg,GRND B,0.9833028812036726,398.0,ITEM
9.jpg,20167400008,0.522826618362315,390.0,OTHER
9.jpg,DIET LN,0.8345033492554611,404.0,ITEM
9.jpg,26841800000,0.7843201522430957,418.5,OTHER
9.jpg,9,0.43953278592886136,422.0,OTHER
9.jpg,R,0.853190592082683,419.5,OTHER
9.jpg,EYE RND,0.9066116362062955,446.0,ITEM
9.jpg,20254300000,0.9739725479254266,461.0,OTHER
9.jpg,18.28 ES,0.3594797677088367,461.0,PRICE
9.jpg,BEEF FOR,0.980567874440865,471.0,ITEM
9.jpg,20323300000,0.9943742802500657,475.5,OTHER
9.jpg,48,0.3307273508560384,476.0,OTHER
9.jpg,PORK 1/2 LOIN,0.7189300145825147,484.0,ITEM
9.jpg,4497921020,0.9995861683501679,490.0,OTHER
9.jpg,B/BEST $,0.8530147505472748,499.0,ITEM
9.jpg,BARES MEAT FRNK 1590013901,0.43970712624645175,507.5,ITEM
9.jpg,3.88,0.9774910807609558,512.0,PRICE
9.jpg,0/m HAM,0.5619200828575993,526.0,ITEM
9.jpg,4470001903,0.6739028892912216,520.0,OTHER
9.jpg,WINCO NOODLES,0.6976130604521597,539.0,ITEM
9.jpg,7055280303,0.9997393789155692,534.0,OTHER
9.jpg,"TNDRBRO""CHiR4BR 3727101318",0.30556850955003534,563.0,ITEM
9.jpg,5.98,0.9620478366626137,561.0,PRICE
9.jpg,KRFT DELUXE MAC 2100065886,0.6099389226473082,581.5,ITEM
9.jpg,3.64,0.960277188639988,577.0,PRICE
9.jpg,2 0,0.6799711585044861,601.0,OTHER
9.jpg,82,0.7182502269105632,600.0,OTHER
9.jpg,EGGO WAFFLE,0.920614579782043,615.0,ITEM
9.jpg,3800037435,0.9994926523715563,613.0,OTHER
9.jpg,L/D NUTTY BARS,0.3845489080914907,630.0,ITEM
9.jpg,2430004120,0.5721446296431203,629.0,OTHER
9.jpg,Lid OATMEAL CRM 2430004101,0.40579155269486383,645.0,ITEM
9.jpg,LiNKS MILD,0.5367342683586819,663.0,ITEM
9.jpg,74295503660,0.7172049416913536,663.0,OTHER
9.jpg,9222280256,0.6671531052487811,687.5,OTHER
9.jpg,RESERS POT SLD,0.7882644470057232,712.0,ITEM
9.jpg,7111719300,0.6701966778620513,712.0,OTHER
9.jpg,DM SPAG SAUCE,0.6183069596102404,730.0,ITEM
9.jpg,2400052363,0.9999939684234574,731.0,OTHER
9.jpg,hunTS MANWICH,0.6302560700204926,747.0,ITEM
9.jpg,2700044212,0.6994785659588885,747.5,OTHER
9.jpg,DM PNAPL CHNKY,0.951616145373413,782.0,ITEM
9.jpg,2400000164,0.9999797564376313,784.0,OTHER
9.jpg,96 FS,0.9894820838350235,789.0,ITEM
9.jpg,98,0.9999993256504904,801.0,OTHER
9.jpg,SUNBEAN' BUNS,0.4198466049503065,815.5,ITEM
9.jpg,7763306333,0.9809725168007746,817.0,OTHER
9.jpg,1.98,0.9973584413528442,822.0,PRICE
9.jpg,MINco' SNDwCH_WT 7055200115,0.20720239851572816,831.5,ITEM
9.jpg,91,0.9999908962928589,839.0,OTHER
9.jpg,WINCO HoMo MILK 7055240600,0.5042295514682853,848.0,ITEM
9.jpg,2.48,0.9988095164299011,855.0,PRICE
9.jpg,EGGS,0.9990881085395813,863.0,ITEM
9.jpg,7003837280,0.9469653769416465,868.0,OTHER
9.jpg,1.37,0.6607300790976331,872.0,PRICE
9.jpg,SUBTOTAL,0.9984266510719828,884.0,TOTAL_LABEL
9.jpg,121.92,0.9991500958552967,890.0,PRICE
9.jpg,TOTAL TaX,0.5688641856949448,902.0,TOTAL_LABEL
9.jpg,00,0.9202120347595648,907.0,OTHER
9.jpg,IOTAL,0.8126504410848883,936.0,ITEM
9.jpg,Cockrel|,0.3129674548326084,211.0,ITEM
9.jpg,mconv |,0.29341595726350483,214.5,ITEM
9.jpg,90124,0.20380402664872088,229.5,OTHER
9.jpg,anca,0.20583386719226837,242.0,ITEM
9.jpg,09/08/14,0.9987412511664119,275.0,DATE
9.jpg,11;16.24,0.42946282436215616,284.5,PRICE
9.jpg,7045400658,0.34316731155987,306.0,OTHER
9.jpg,KINGS,0.5312883987128157,319.25,ITEM
9.jpg,CHIGREN,0.5275713001458164,326.0,ITEM
9.jpg,7056096902,0.9989775719587629,328.0,OTHER
9.jpg,BLeND,0.6085234900192951,331.0,ITEM
9.jpg,PICSWEET,0.6215060597428675,339.0,ITEM
9.jpg,GREENS,0.9970378952440252,356.0,ITEM
9.jpg,PICSHEET,0.8220644589649222,364.75,ITEM
9.jpg,268401C,0.8969078626668734,378.25,ITEM
9.jpg,CHICKEN,0.7539112745417751,391.0,ITEM
9.jpg,8,0.6318455422730871,416.5,OTHER
9.jpg,CHOP,0.8817426562309265,410.5,ITEM
9.jpg,H,0.35879725945875407,504.5,OTHER
9.jpg,STEAK,0.43428759446604986,496.5,ITEM
1.jpg,TRADER JOE'$,0.47867642268587324,151.0,ITEM
1.jpg,"2001,Greenvi Ile Ave",0.6643267335515125,215.0,ITEM
1.jpg,Da| Ias,0.38347084166145823,235.0,ITEM
1.jpg,TX,0.9551102692966832,233.0,OTHER
1.jpg,75206,0.9999636944399963,231.0,OTHER
1.jpg,Store #403,0.904407738152824,257.0,ITEM
1.jpg,(469) 334-0614,0.7839367138859075,250.0,ITEM
1.jpg,OPEN 8:OOAM TO 9:OOPM DAILY,0.3803903823997414,296.0,ITEM
1.jpg,R-CARROTS SHREDDED 10 0Z,0.516413284179097,342.0,ITEM
1.jpg,8,0.6662392928756731,362.0,OTHER
1.jpg,TOMATOES CRUSHED,0.5922048828363283,384.0,ITEM
1.jpg,"ORGANIC"" olo_EASHIONED OATMEAL",0.31974280763791507,419.5,ITEM
1.jpg,69,0.9999141900948079,411.0,OTHER
1.jpg,;,0.3036281271785448,431.0,OTHER
1.jpg,BEANS ' GARBANZQ,0.7833768419029126,494.0,ITEM
1.jpg,0,0.6591781576083946,529.0,OTHER
1.jpg,A-APPLE BAG JAZZ 2 LB,0.8691414993575612,548.0,ITEM
1.jpg,A-PEPPER BELL EACH_XL RED,0.3798202045191419,565.0,ITEM
1.jpg,98,0.9946852138921228,566.0,OTHER
1.jpg,GROCERY NON TAXABLE,0.4493081670607231,584.0,TAX
1.jpg,"0,49",0.9080091201046367,604.0,PRICE
1.jpg,"0,87",0.9847190380096436,614.0,PRICE
1.jpg,BANANAS' ORGANIC,0.7542275009913509,623.5,ITEM
1.jpg,3F4,0.5319269895553589,646.0,OTHER
1.jpg,0.29/E4,0.9789997701340655,641.0,PRICE
1.jpg,49,0.9999847428749291,652.0,OTHER
1.jpg,CREAMY SALTED PEANUT BUTTER,0.501165719809622,660.5,ITEM
1.jpg,WHL' WHT PITA_BREAD,0.2794348154640146,683.0,ITEM
1.jpg,1.69,0.9984673857688904,673.0,PRICE
1.jpg,",38",0.8389526777388722,692.0,OTHER
1.jpg,@ 0.69,0.8144407763318686,725.0,PRICE
1.jpg,838.68,0.8178873640644211,754.0,PRICE
1.jpg,SUBTOTAL,0.9507947772448367,771.0,TOTAL_LABEL
1.jpg,TOTAL,0.9444228246905723,790.0,TOTAL_LABEL
1.jpg,840 . 00,0.48245797220763303,794.0,ITEM
1.jpg,CASH,0.9925140142440796,810.0,ITEM
1.jpg,"81,32",0.38410735426519715,814.0,PRICE
1.jpg,CHANGE,0.9994214092144897,830.5,ITEM
1.jpg,ins,0.9990763499264546,858.0,OTHER
1.jpg,Ryan,0.9999799132347107,856.0,ITEM
1.jpg,ITEMS 22,0.9390497870596471,871.0,ITEM
1.jpg,12:34PM,0.8692169941990076,884.0,ITEM
1.jpg,0403 04,0.9202874035283346,880.0,ITEM
1.jpg,4683,0.9995542168617249,874.0,OTHER
1.jpg,06-28-2014,0.6612282916474952,889.0,DATE
1.jpg,THANK YOU FOR SHOPPING AT,0.44954494683081975,920.0,ITEM
1.jpg,Www.traderjoes.COM,0.5589371514398285,955.0,ITEM
16.jpg,See back,0.8967022701596558,128.0,ITEM
16.jpg,of receipt for,0.6316241643941954,129.0,ITEM
16.jpg,your chance,0.5578129741447146,129.0,ITEM
16.jpg,to win $1000,0.9833092033290368,146.0,ITEM
16.jpg,ID #:,0.5983930405676654,184.0,ITEM
16.jpg,7L2T9HJMZSF,0.513319374075651,184.0,ITEM
16.jpg,Walmart,0.998956850822317,301.0,STORE
